path,size,file_label,infer_time
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX78W.csv,482595,tabular,0.21723485
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX97W.csv,419625,tabular,0.224575043
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX75E.csv,343083,tabular,0.237814188
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX140E.csv,970247,tabular,0.289100885
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX117E.csv,784197,tabular,0.25941515
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX101E.csv,716511,tabular,0.267579079
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX156E.csv,517053,tabular,0.220380068
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX157W.csv,358497,tabular,0.21402216
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX100W.csv,751880,tabular,0.249643803
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX116W.csv,804873,tabular,0.267041922
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX141W.csv,397753,tabular,0.238222122
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX74W.csv,386384,tabular,0.229363203
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX139W.csv,430256,tabular,0.227811813
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX99E.csv,353498,tabular,0.222244263
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX76E.csv,351605,tabular,0.217059135
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX143E.csv,851055,tabular,0.274241209
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX114E.csv,749032,tabular,0.265627861
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX102E.csv,685715,tabular,0.265553951
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX155E.csv,475867,tabular,0.234980106
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX154W.csv,422055,tabular,0.246775866
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX103W.csv,789213,tabular,0.277172089
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX115W.csv,771027,tabular,0.297194004
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX98W.csv,424650,tabular,0.26380372
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX142W.csv,916578,tabular,0.330982924
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX77W.csv,387333,tabular,0.325314045
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX138E.csv,425087,tabular,0.26634407
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX95E.csv,722670,tabular,0.314673901
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX135W.csv,902260,tabular,0.328911066
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX118E.csv,781968,tabular,0.311304092
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX83E.csv,612867,tabular,0.299494028
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX159E.csv,520018,tabular,0.287369013
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX123W.csv,628006,tabular,0.284040928
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX82W.csv,402463,tabular,0.257404089
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX158W.csv,384543,tabular,0.262863159
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX119W.csv,763055,tabular,0.314026117
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX134E.csv,848383,tabular,0.305139065
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX94W.csv,719436,tabular,0.288569927
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX95W.csv,759701,tabular,0.278907776
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX135E.csv,844752,tabular,0.304101944
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX118W.csv,806921,tabular,0.309987068
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX83W.csv,609797,tabular,0.284929991
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX159W.csv,430317,tabular,0.25647521
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX123E.csv,659003,tabular,0.286653996
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX82E.csv,356414,tabular,0.277057886
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX158E.csv,450219,tabular,0.282468081
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX119E.csv,758007,tabular,0.319043875
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX134W.csv,819497,tabular,0.313574791
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX94E.csv,688410,tabular,0.293437004
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX139E.csv,429452,tabular,0.267673016
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX99W.csv,415903,tabular,0.264829874
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX143W.csv,896408,tabular,0.329886913
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX76W.csv,361976,tabular,0.265520811
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX114W.csv,753230,tabular,0.310625076
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX102W.csv,785100,tabular,0.314743042
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX155W.csv,520163,tabular,0.276416063
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX154E.csv,410336,tabular,0.268242836
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX103E.csv,729586,tabular,0.311948776
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX115E.csv,756956,tabular,0.309442043
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX98E.csv,364323,tabular,0.264508963
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX77E.csv,364095,tabular,0.272654772
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX142E.csv,937064,tabular,0.350605011
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX138W.csv,400828,tabular,0.272569895
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/README.txt,1091,freetext,0.410196066
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX93E.csv,694228,tabular,0.299199104
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX149E.csv,493469,tabular,0.25570488
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX133W.csv,624495,tabular,0.29889822
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX108E.csv,749339,tabular,0.309446096
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX85E.csv,335767,tabular,0.244846821
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX125W.csv,390805,tabular,0.262670994
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX124E.csv,483360,tabular,0.281244278
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX84W.csv,388478,tabular,0.268725157
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX109W.csv,449785,tabular,0.277858973
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX132E.csv,497822,tabular,0.294384718
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX92W.csv,398373,tabular,0.275867939
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX148W.csv,394012,tabular,0.2582798
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX145E.csv,816827,tabular,0.316521883
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX70E.csv,307908,tabular,0.232731819
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX112E.csv,370169,tabular,0.267716885
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX104E.csv,723555,tabular,0.305722237
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/PadangBai.txt~,8638,freetext,0.767392159
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/UrvinaBay.txt,4500,tabular,0.041239023
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/Langkai.txt,22512,tabular,0.028147936
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/README~,447,freetext,0.413360834
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/Watamu.txt,5714,tabular,0.035017967
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/README,447,freetext,0.436275959
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/Tambea.txt,10102,tabular,0.047667265
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/Nauru.txt~,11267,tabular,0.040344238
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/Langkai.txt~,22523,tabular,0.047192097
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/Nauru.txt,11257,tabular,0.037398815
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/Rarotonga.txt,9252,tabular,0.03344202
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/PadangBai.txt,8628,freetext,0.501247168
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/UrvinaBay.txt~,4510,tabular,0.026936054
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/coralC14_data/PuertoRico.txt~,3558,freetext,0.465232134
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/ar07wwoce/ar07wjhy.txt,157295,freetext,0.679518938
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/ar07wwoce/ar07wdo.txt,21742,freetext,0.493423939
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/ar07wwoce/README~,415,freetext,0.37725997
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/ar07wwoce/ar07wjsu.txt,30031,freetext,0.433260679
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/ar07wwoce/README,416,freetext,0.521903276
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/ar07wwoce/ar07w_j_hy1.csv,216490,tabular,0.252662897
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Ryofu_Maru_V2/JMA_metadata.xls,27648,freetext,0.902781963
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_TF5_Line/README,392,freetext,0.382823944
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/p08swoce/p08s_hy1.csv,316423,tabular,0.265174627
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/p08swoce/README~,448,freetext,0.377920866
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/p08swoce/README,442,freetext,0.348045111
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/p08swoce/p08sdo.txt,65568,freetext,0.64444375
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/p08swoce/p08sdo.pdf,3362176,unknown,0.35158205
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2008_04_pCO2_PML_20_01_2011.xls,139776,freetext,1.628761053
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2009_03_pCO2_PML_20_01_2011.xls,178176,tabular,0.051514864
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2007_11_pCO2_PML_20_01_2011.xls,82432,tabular,0.039146185
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2008_03_pCO2_PML_20_01_2011.xls,134144,tabular,0.045913696
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2008_10_pCO2_PML_20_01_2011.xls,137216,tabular,0.046435118
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2008_07_pCO2_PML_20_01_2011.xls,111616,tabular,0.045008898
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2009_04_pCO2_PML_20_01_2011.xls,167936,tabular,0.049767971
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2007_06_pCO2_PML_20_01_2011.xls,133632,freetext,3.061741114
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/README,377,freetext,0.402081728
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2008_01_pCO2_PML_20_01_2011.xls,108544,tabular,0.050179005
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2009_02_pCO2_PML_20_01_2011.xls,198144,tabular,0.057173967
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2008_12_pCO2_PML_20_01_2011.xls,156672,tabular,0.049120188
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2008_05_pCO2_PML_20_01_2011.xls,186880,tabular,0.05599618
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2009_06_pCO2_PML_20_01_2011.xls,158720,tabular,0.051273108
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2007_08_pCO2_PML_20_01_2011.xls,119296,tabular,0.044038057
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2007_07_pCO2_PML_20_01_2011.xls,126464,tabular,0.049334764
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2009_05_pCO2_PML_20_01_2011.xls,178176,tabular,0.052407026
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2008_09_pCO2_PML_20_01_2011.xls,139264,tabular,0.05133605
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2008_06_pCO2_PML_20_01_2011.xls,142848,tabular,0.04985404
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/Liverpool_Bay.jpg,87108,image,0.000113964
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2008_02_pCO2_PML_20_01_2011.xls,151040,tabular,0.052144289
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/Irish_Sea/POL_2007_10_pCO2_PML_20_01_2011.xls,128000,tabular,0.044449806
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX90W.csv,757502,tabular,0.313136101
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX130E.csv,432386,tabular,0.260246992
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX69W.csv,351984,tabular,0.229855061
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX86W.csv,420252,tabular,0.247717857
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX126E.csv,417032,tabular,0.236507177
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX127W.csv,442017,tabular,0.236741781
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX68E.csv,300261,tabular,0.231962919
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX87E.csv,745035,tabular,0.301311016
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX131W.csv,465609,tabular,0.265148878
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX91E.csv,368632,tabular,0.247817993
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX73W.csv,355448,tabular,0.230846882
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX146W.csv,468152,tabular,0.307853699
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX111W.csv,765195,tabular,0.314979076
/Users/ryan/Documents/CS/CDAC/xtract_autoencoder/datasets/cdiac_dataset/pub8/oceans/VOS_Pyxis_Line/PX107W.csv,757252,tabular,0.301633596
